gps_time,x,y,z,vE,vN,vU
1429364575.40134,4181980.34962447,860766.069029485,4723075.29453231,-0.941094553581166,-3.76554062219596,0.0684779323555333
1429364575.50525,4181980.63965815,860766.027119604,4723075.05751436,-0.995212579659069,-3.63442154607373,0.0779942995485208
1429364575.60266,4181980.92909765,860765.995154359,4723074.80700593,-0.89660952110172,-3.7351417166048,-0.012875545862568
1429364575.7006,4181981.21212083,860765.960493991,4723074.56239179,-0.910072086741208,-3.64495681581159,-0.0146375922810511
1429364575.80418,4181981.5047343,860765.929036342,4723074.31556132,-0.898036541666567,-3.73446111434017,0.0359446290467369
1429364575.9004,4181981.79210338,860765.897366286,4723074.06602893,-0.889544181395503,-3.71397449171154,-0.0187646288386718
1429364576.02794,4181982.07493845,860765.863034326,4723073.82214706,-0.906476160058122,-3.63918596228999,-0.00997771321908147
1429364576.2534,4181982.36080839,860765.831219506,4723073.57115744,-0.887939817305698,-3.7125680911399,-0.0396125497322724
1429364576.26531,4181982.65849589,860765.804102576,4723073.34035812,-0.865749679251796,-3.67084282010179,0.194276179184231
1429364576.3014,4181982.95948027,860765.770124468,4723073.11559924,-0.929189742012801,-3.66726368270049,-0.0969011905888797
1429364576.4037,4181983.24788327,860765.739091636,4723072.87953525,-0.885387151889532,-3.63247976355792,0.0890718168900115
1429364576.50528,4181983.53776905,860765.706375287,4723072.6306944,-0.904866102990394,-3.72612596844955,0.00144092624834569
1429364576.60473,4181983.8206704,860765.677282599,4723072.3818733,-0.855292447785615,-3.68052830500177,-0.0392375594463203
1429364576.70101,4181984.10408528,860765.646297905,4723072.14504918,-0.874859454891902,-3.60127801365907,0.0508384989814488
1429364576.80262,4181984.39070536,860765.617485545,4723071.90013482,-0.860043772199403,-3.68194842489497,0.0145436566382522
1429364576.9,4181984.67934984,860765.591243377,4723071.65655833,-0.838950633933314,-3.69161855248279,0.0412077795605295
1429364577.03296,4181984.95967731,860765.563994784,4723071.41803717,-0.832041000836982,-3.59572016594806,0.023039910295567
1429364577.21848,4181985.24300501,860765.529390029,4723071.17928345,-0.910141296636561,-3.60810459551854,0.0310348530241975
1429364577.2335,4181985.51881884,860765.508306709,4723070.93349507,-0.762554085582167,-3.62062775922864,-0.0522652080041226
1429364577.30041,4181985.78183643,860765.47722762,4723070.66777982,-0.793647549356398,-3.57077215964809,0.116587266031245
1429364577.40331,4181986.05900768,860765.457068931,4723070.42887979,-0.756234147517973,-3.58588459938527,0.00911613083492191
1429364577.50548,4181986.3385522,860765.435859693,4723070.19111563,-0.771308601360344,-3.59401571099628,0.0316834542215518
1429364577.60242,4181986.61132416,860765.413690967,4723069.95452302,-0.767052869398439,-3.53539187742137,-0.00521186916809646
1429364577.70677,4181986.89457628,860765.401395639,4723069.71641502,-0.691473742141657,-3.63670447278822,0.0653941833094529
1429364577.80265,4181987.17055435,860765.380594697,4723069.48805187,-0.760119370124684,-3.50582599879971,0.0788429826355621
1429364577.90304,4181987.44331576,860765.37034886,4723069.24491081,-0.650249932162562,-3.59695147338694,-0.037945400976128
1429364578.04087,4181987.71973358,860765.362372814,4723069.0100656,-0.63538931542105,-3.57157687671852,0.050765058760986
